x,y
0.0,0.0
1.0,0.0
2.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
6.0,0.0
7.0,0.0
8.0,0.0
9.0,0.0
10.0,0.0
11.0,0.0
12.0,0.0
13.0,0.0
14.0,0.0
15.0,0.0
16.0,0.0
17.0,0.0
18.0,0.0
19.0,0.0
20.0,0.0
21.0,0.0
22.0,0.0
23.0,0.0
24.0,0.0
25.0,0.0
26.0,0.0
27.0,0.0
28.0,0.0
29.0,0.0
30.0,0.0
31.0,0.0
32.0,0.0
33.0,0.0
34.0,0.0
35.0,0.0
36.0,0.0
37.0,0.0
38.0,0.0
39.0,0.0
40.0,0.0
41.0,0.0
42.0,0.0
43.0,0.0
44.0,0.0
45.0,0.0
46.0,0.0
47.0,0.0
48.0,0.0
49.0,0.0
50.0,0.0
51.0,0.0
52.0,0.0
53.0,0.0
54.0,0.0
55.0,0.0
56.0,0.0
57.0,0.0
58.0,827.4
59.0,827.4
60.0,827.5
61.0,828.1
62.0,828.7
63.0,828.9
64.0,829.1
65.0,829.3
66.0,829.5
67.0,829.6
68.0,829.7
69.0,829.8
70.0,830.0
71.0,830.1
72.0,830.2
73.0,830.2
74.0,830.3
75.0,830.3
76.0,830.4
77.0,830.4
78.0,830.5
79.0,830.4
80.0,830.4
81.0,830.7
82.0,830.9
83.0,831.0
84.0,831.0
85.0,831.0
86.0,831.0
87.0,830.9
88.0,830.8
89.0,830.7
90.0,830.6
91.0,830.7
92.0,830.9
93.0,831.1
94.0,831.3
95.0,831.4
96.0,831.5
97.0,831.6
98.0,831.6
99.0,831.5
100.0,831.4
101.0,831.6
102.0,831.7
103.0,831.6
104.0,831.6
105.0,831.5
106.0,831.4
107.0,831.6
108.0,831.7
109.0,832.0
110.0,832.1
111.0,832.1
112.0,832.0
113.0,831.8
114.0,831.7
115.0,831.6
116.0,831.5
117.0,831.4
118.0,831.2
119.0,830.7
120.0,830.2
121.0,830.4
122.0,830.5
123.0,830.7
124.0,830.8
125.0,830.8
126.0,830.6
127.0,830.2
128.0,829.8
129.0,829.4
130.0,829.0
131.0,828.8
132.0,828.5
133.0,828.0
134.0,827.5
135.0,827.0
136.0,826.5
137.0,826.1
138.0,825.8
139.0,825.2
140.0,824.7
141.0,824.8
142.0,824.9
143.0,824.9
144.0,824.9
145.0,824.9
146.0,825.0
147.0,825.0
148.0,825.0
149.0,824.8
150.0,824.6
151.0,824.3
152.0,823.9
153.0,823.7
154.0,823.5
155.0,823.5
156.0,823.5
157.0,823.6
158.0,823.7
159.0,823.7
160.0,823.8
161.0,824.1
162.0,824.4
163.0,824.2
164.0,824.1
165.0,823.8
166.0,823.5
167.0,823.7
168.0,824.0
169.0,824.5
170.0,825.0
171.0,825.1
172.0,825.2
173.0,825.2
174.0,825.2
175.0,825.2
176.0,825.2
177.0,825.2
178.0,825.2
179.0,824.8
180.0,824.4
181.0,824.7
182.0,825.0
183.0,825.1
184.0,825.2
185.0,825.5
186.0,825.8
187.0,826.0
188.0,826.3
189.0,826.4
190.0,826.5
191.0,826.8
192.0,827.1
193.0,827.2
194.0,827.3
195.0,827.1
196.0,826.8
197.0,826.6
198.0,826.4
199.0,826.1
200.0,825.7
201.0,825.6
202.0,825.6
203.0,825.4
204.0,825.2
205.0,825.1
206.0,824.9
207.0,824.8
208.0,824.6
209.0,824.4
210.0,824.3
211.0,824.2
212.0,824.0
213.0,823.8
214.0,823.6
215.0,823.6
216.0,823.5
217.0,823.6
218.0,823.6
219.0,823.5
220.0,823.5
221.0,823.7
222.0,823.9
223.0,824.1
224.0,824.3
225.0,824.3
226.0,824.4
227.0,824.4
228.0,824.5
229.0,824.6
230.0,824.7
231.0,824.8
232.0,824.8
233.0,824.9
234.0,824.9
235.0,824.8
236.0,824.7
237.0,824.5
238.0,824.4
239.0,824.2
240.0,824.1
241.0,824.1
242.0,824.2
243.0,824.3
244.0,824.4
245.0,824.7
246.0,824.9
247.0,825.1
248.0,825.3
249.0,825.6
250.0,825.9
251.0,826.2
252.0,826.4
253.0,826.6
254.0,826.7
255.0,826.9
256.0,827.1
257.0,827.2
258.0,827.4
259.0,827.2
260.0,826.9
261.0,826.9
262.0,826.9
263.0,826.9
264.0,826.9
265.0,826.9
266.0,826.9
267.0,826.8
268.0,826.8
269.0,826.7
270.0,826.7
271.0,826.6
272.0,826.5
273.0,826.5
274.0,826.4
275.0,826.3
276.0,826.3
277.0,826.3
278.0,826.3
279.0,826.2
280.0,826.1
281.0,826.4
282.0,826.7
283.0,826.8
284.0,826.9
285.0,826.8
286.0,826.7
287.0,826.3
288.0,825.8
289.0,825.2
290.0,824.7
291.0,824.3
292.0,824.0
293.0,823.8
294.0,823.6
295.0,823.6
296.0,823.5
297.0,823.4
298.0,823.4
299.0,823.2
300.0,823.1
301.0,823.0
302.0,822.9
303.0,822.8
304.0,822.7
305.0,822.7
306.0,822.6
307.0,822.5
308.0,822.4
309.0,822.4
310.0,822.3
311.0,822.2
312.0,822.1
313.0,821.8
314.0,821.5
315.0,821.0
316.0,820.6
317.0,820.1
318.0,819.7
319.0,819.1
320.0,818.5
321.0,818.2
322.0,818.0
323.0,817.6
324.0,817.1
325.0,816.7
326.0,816.3
327.0,816.2
328.0,816.1
329.0,816.2
330.0,816.3
331.0,816.4
332.0,816.4
333.0,816.5
334.0,816.6
335.0,816.5
336.0,816.5
337.0,816.5
338.0,816.5
339.0,816.3
340.0,816.2
341.0,816.4
342.0,816.8
343.0,817.0
344.0,817.3
345.0,817.5
346.0,817.8
347.0,818.2
348.0,818.6
349.0,818.9
350.0,819.1
351.0,819.2
352.0,819.2
353.0,819.2
354.0,819.1
355.0,819.2
356.0,819.5
357.0,819.7
358.0,820.0
359.0,820.2
360.0,820.4
361.0,820.7
362.0,821.1
363.0,821.3
364.0,821.4
365.0,821.5
366.0,821.6
367.0,821.7
368.0,821.9
369.0,822.0
370.0,822.1
371.0,822.1
372.0,822.1
373.0,822.1
374.0,822.2
375.0,822.3
376.0,822.6
377.0,822.7
378.0,822.9
379.0,823.0
380.0,823.0
381.0,823.3
382.0,823.6
383.0,823.7
384.0,823.9
385.0,823.9
386.0,823.9
387.0,823.8
388.0,823.5
389.0,823.3
390.0,823.0
391.0,823.0
392.0,823.0
393.0,823.1
394.0,823.3
395.0,823.4
396.0,823.5
397.0,823.3
398.0,823.0
399.0,822.2
400.0,821.3
401.0,821.2
402.0,821.2
403.0,821.3
404.0,821.3
405.0,821.4
406.0,821.6
407.0,821.6
408.0,821.6
409.0,821.4
410.0,821.2
411.0,820.7
412.0,820.3
413.0,819.8
414.0,819.5
415.0,819.3
416.0,819.3
417.0,819.3
418.0,819.4
419.0,819.3
420.0,819.3
421.0,819.3
422.0,819.4
423.0,819.4
424.0,819.3
425.0,819.2
426.0,819.1
427.0,819.1
428.0,819.0
429.0,818.8
430.0,818.6
431.0,818.3
432.0,818.1
433.0,817.8
434.0,817.6
435.0,817.5
436.0,817.4
437.0,817.4
438.0,817.3
439.0,817.1
440.0,816.8
441.0,816.8
442.0,816.7
443.0,816.7
444.0,816.7
445.0,816.7
446.0,816.7
447.0,816.8
448.0,816.9
449.0,817.1
450.0,817.4
451.0,817.6
452.0,817.9
453.0,818.0
454.0,818.1
455.0,818.2
456.0,818.4
457.0,818.5
458.0,818.6
459.0,818.6
460.0,818.6
461.0,818.7
462.0,818.9
463.0,819.0
464.0,819.2
465.0,819.3
466.0,819.4
467.0,819.4
468.0,819.5
469.0,819.6
470.0,819.6
471.0,819.7
472.0,819.7
473.0,819.7
474.0,819.7
475.0,819.7
476.0,819.7
477.0,819.5
478.0,819.4
479.0,819.2
480.0,818.9
481.0,818.8
482.0,818.7
483.0,818.5
484.0,818.3
485.0,818.1
486.0,817.8
487.0,817.6
488.0,817.3
489.0,817.0
490.0,816.6
491.0,816.3
492.0,815.9
493.0,815.6
494.0,815.3
495.0,815.0
496.0,814.7
497.0,814.3
498.0,814.0
499.0,813.6
500.0,813.2
501.0,813.0
502.0,812.8
503.0,812.7
504.0,812.5
505.0,812.5
506.0,812.4
507.0,812.4
508.0,812.5
509.0,812.5
510.0,812.5
511.0,812.5
512.0,812.5
513.0,812.6
514.0,812.6
515.0,812.7
516.0,812.8
517.0,813.0
518.0,813.1
519.0,813.2
520.0,813.2
521.0,813.4
522.0,812.0
523.0,812.9
524.0,813.9
525.0,813.0
526.0,813.9
527.0,813.0
528.0,813.9
529.0,813.0
530.0,813.9
531.0,813.0
532.0,813.9
533.0,813.0
534.0,813.9
535.0,813.0
536.0,813.9
537.0,813.0
538.0,813.9
539.0,813.0
540.0,813.9
541.0,813.0
542.0,813.9
543.0,813.0
544.0,813.9
545.0,813.0
546.0,813.9
547.0,813.0
548.0,813.9
549.0,813.0
550.0,813.9
551.0,814.9
552.0,814.0
553.0,814.9
554.0,814.0
555.0,814.9
556.0,814.0
557.0,814.9
558.0,814.0
559.0,814.9
560.0,814.0
561.0,813.0
562.0,813.9
563.0,813.0
564.0,813.9
565.0,813.0
566.0,812.0
567.0,812.9
568.0,812.0
569.0,812.9
570.0,812.0
571.0,812.9
572.0,812.0
573.0,812.9
574.0,812.0
575.0,812.9
576.0,812.0
577.0,811.0
578.0,811.9
579.0,811.0
580.0,811.9
581.0,811.0
582.0,811.9
583.0,811.0
584.0,810.0
585.0,810.9
586.0,810.0
587.0,810.9
588.0,810.0
589.0,809.0
590.0,809.9
591.0,809.0
592.0,809.9
593.0,809.0
594.0,808.0
595.0,808.9
596.0,808.0
597.0,808.9
598.0,808.0
599.0,808.9
600.0,808.0
601.0,808.9
602.0,808.0
603.0,808.9
604.0,808.0
605.0,808.9
606.0,808.0
607.0,808.9
608.0,808.0
609.0,808.9
610.0,808.0
611.0,808.9
612.0,808.0
613.0,808.9
614.0,808.0
615.0,808.9
616.0,808.0
617.0,808.9
618.0,809.9
619.0,809.0
620.0,809.9
621.0,809.0
622.0,809.9
623.0,809.0
624.0,809.9
625.0,809.0
626.0,809.9
627.0,809.0
628.0,809.9
629.0,809.0
630.0,809.9
631.0,809.0
632.0,809.9
633.0,809.0
634.0,809.9
635.0,809.0
636.0,809.9
637.0,809.0
638.0,809.9
639.0,809.0
640.0,809.9
641.0,809.0
642.0,809.9
643.0,810.9
644.0,810.0
645.0,810.9
646.0,810.0
647.0,810.9
648.0,810.0
649.0,810.9
650.0,811.9
651.0,811.0
652.0,811.9
653.0,811.0
654.0,811.9
655.0,811.0
656.0,811.9
657.0,811.0
658.0,811.9
659.0,811.0
660.0,811.9
661.0,812.9
662.0,812.0
663.0,812.9
664.0,813.9
665.0,813.0
666.0,813.9
667.0,813.0
668.0,813.9
669.0,813.0
670.0,813.9
671.0,813.0
672.0,813.9
673.0,813.0
674.0,813.9
675.0,813.0
676.0,812.0
677.0,812.9
678.0,812.0
679.0,812.9
680.0,813.9
681.0,813.0
682.0,813.9
683.0,814.9
684.0,815.9
685.0,816.9
686.0,817.9
687.0,818.9
688.0,818.0
689.0,818.9
690.0,818.0
691.0,818.9
692.0,818.0
693.0,818.9
694.0,819.9
695.0,819.0
696.0,819.9
697.0,820.9
698.0,820.0
699.0,820.9
700.0,821.9
701.0,822.9
702.0,822.0
703.0,822.9
704.0,823.9
705.0,824.9
706.0,824.0
707.0,824.9
708.0,824.0
709.0,824.9
710.0,824.0
711.0,824.9
712.0,824.0
713.0,824.9
714.0,824.0
715.0,824.9
716.0,825.9
717.0,825.0
718.0,825.9
719.0,825.0
720.0,825.9
721.0,825.0
722.0,824.0
723.0,823.0
724.0,822.0
725.0,822.9
726.0,822.0
727.0,821.0
728.0,821.9
729.0,821.0
730.0,820.0
731.0,820.9
732.0,820.0
733.0,819.0
734.0,818.0
735.0,817.0
736.0,816.0
737.0,815.0
738.0,814.0
739.0,813.0
740.0,812.0
741.0,812.9
742.0,813.9
743.0,814.9
744.0,815.9
745.0,816.9
746.0,817.9
747.0,818.9
748.0,819.9
749.0,820.9
750.0,821.9
751.0,822.9
752.0,822.0
753.0,822.9
754.0,822.0
755.0,822.9
756.0,822.0
757.0,822.9
758.0,822.0
759.0,822.9
760.0,823.9
761.0,823.0
762.0,823.9
763.0,824.9
764.0,825.9
765.0,826.9
766.0,827.9
767.0,827.0
768.0,827.9
769.0,827.0
770.0,827.9
771.0,828.9
772.0,829.9
773.0,830.9
774.0,830.0
775.0,830.9
776.0,830.0
777.0,830.9
778.0,831.9
779.0,831.0
780.0,831.9
781.0,832.9
782.0,832.0
783.0,832.9
784.0,832.0
785.0,832.9
786.0,832.0
787.0,832.9
788.0,832.0
789.0,832.9
790.0,832.0
791.0,832.9
792.0,832.0
793.0,832.9
794.0,832.0
795.0,831.0
796.0,830.0
797.0,829.0
798.0,829.9
799.0,829.0
800.0,828.0
801.0,828.9
802.0,829.9
803.0,829.0
804.0,829.9
805.0,829.0
806.0,829.9
807.0,830.9
808.0,830.0
809.0,830.9
810.0,830.0
811.0,830.9
812.0,830.0
813.0,829.0
814.0,829.9
815.0,829.0
816.0,829.9
817.0,829.0
818.0,828.0
819.0,827.0
820.0,826.0
821.0,825.0
822.0,824.0
823.0,823.0
824.0,822.0
825.0,821.0
826.0,820.0
827.0,819.0
828.0,818.0
829.0,818.9
830.0,818.0
831.0,818.9
832.0,819.9
833.0,819.0
834.0,819.9
835.0,819.0
836.0,819.9
837.0,819.0
838.0,819.9
839.0,820.9
840.0,820.0
841.0,820.9
842.0,820.0
843.0,820.9
844.0,820.0
845.0,820.9
846.0,820.0
847.0,820.9
848.0,821.9
849.0,821.0
850.0,821.9
851.0,821.0
852.0,821.9
853.0,821.0
854.0,821.9
855.0,822.9
856.0,822.0
857.0,821.0
858.0,821.9
859.0,821.0
860.0,821.9
861.0,821.0
862.0,820.0
863.0,820.9
864.0,820.0
865.0,820.9
866.0,820.0
867.0,820.9
868.0,821.9
869.0,821.0
870.0,821.9
871.0,822.9
872.0,822.0
873.0,822.9
874.0,822.0
875.0,822.9
876.0,822.0
877.0,821.0
878.0,821.9
879.0,821.0
880.0,821.9
881.0,821.0
882.0,821.9
883.0,821.0
884.0,821.9
885.0,821.0
886.0,821.9
887.0,821.0
888.0,820.0
889.0,820.9
890.0,820.0
891.0,820.9
892.0,820.0
893.0,819.0
894.0,819.9
895.0,819.0
896.0,819.9
897.0,819.0
898.0,819.9
899.0,819.0
900.0,819.9
901.0,819.0
902.0,819.9
903.0,819.0
904.0,819.9
905.0,819.0
906.0,819.9
907.0,819.0
908.0,819.9
909.0,819.0
910.0,819.9
911.0,819.0
912.0,818.0
913.0,818.9
914.0,818.0
915.0,817.0
916.0,816.0
917.0,816.9
918.0,816.0
919.0,815.0
920.0,815.9
921.0,815.0
922.0,815.9
923.0,815.0
924.0,815.9
925.0,815.0
926.0,815.9
927.0,815.0
928.0,815.9
929.0,815.0
930.0,815.9
931.0,815.0
932.0,814.0
933.0,814.9
934.0,814.0
935.0,813.0
936.0,812.0
937.0,811.0
938.0,810.0
939.0,809.0
940.0,809.9
941.0,809.0
942.0,809.9
943.0,810.9
944.0,811.9
945.0,811.0
946.0,811.9
947.0,812.9
948.0,812.0
949.0,812.9
950.0,812.0
951.0,812.9
952.0,812.0
953.0,812.9
954.0,812.0
955.0,812.9
956.0,813.9
957.0,813.0
958.0,813.9
959.0,813.0
960.0,813.9
961.0,813.0
962.0,812.0
963.0,812.9
964.0,812.0
965.0,811.0
966.0,811.9
967.0,811.0
968.0,810.0
969.0,809.0
970.0,809.9
971.0,809.0
972.0,808.0
973.0,807.0
974.0,806.0
975.0,805.0
976.0,804.0
977.0,803.0
978.0,803.9
979.0,804.9
980.0,804.0
981.0,804.9
982.0,804.0
983.0,803.0
984.0,802.0
985.0,801.0
986.0,800.0
987.0,799.0
988.0,798.0
989.0,797.0
990.0,797.9
991.0,797.0
992.0,797.9
993.0,798.9
994.0,798.0
995.0,798.9
996.0,798.0
997.0,797.0
998.0,796.0
999.0,795.0
1000.0,794.0
1001.0,793.0
1002.0,792.0
1003.0,791.0
1004.0,790.0
1005.0,789.0
1006.0,788.0
1007.0,787.0
1008.0,786.0
1009.0,785.0
1010.0,784.0
1011.0,783.0
1012.0,782.0
1013.0,781.0
1014.0,780.0
1015.0,779.0
1016.0,779.9
1017.0,779.0
1018.0,779.9
1019.0,780.9
1020.0,780.0
1021.0,780.9
1022.0,781.9
1023.0,782.9
1024.0,783.9
1025.0,784.9
1026.0,785.9
1027.0,786.9
1028.0,787.9
1029.0,788.9
1030.0,788.0
1031.0,788.9
1032.0,789.9
1033.0,790.9
1034.0,791.9
1035.0,792.9
1036.0,793.9
1037.0,794.9
1038.0,794.0
1039.0,794.9
1040.0,795.9
1041.0,795.0
1042.0,794.0
1043.0,794.9
1044.0,794.0
1045.0,793.0
1046.0,792.0
1047.0,792.9
1048.0,793.9
1049.0,794.9
1050.0,794.0
1051.0,794.9
1052.0,795.9
1053.0,796.9
1054.0,797.9
1055.0,797.0
1056.0,797.9
1057.0,797.0
1058.0,797.9
1059.0,797.0
1060.0,797.9
1061.0,797.0
1062.0,796.0
1063.0,796.9
1064.0,796.0
1065.0,795.0
1066.0,795.9
1067.0,795.0
1068.0,795.9
1069.0,796.9
1070.0,797.9
1071.0,798.9
1072.0,798.0
1073.0,798.9
1074.0,799.9
1075.0,800.9
1076.0,801.9
1077.0,802.9
1078.0,803.9
1079.0,804.9
1080.0,805.9
1081.0,806.9
1082.0,807.9
1083.0,808.9
1084.0,809.9
1085.0,810.9
1086.0,811.9
1087.0,812.9
1088.0,813.9
1089.0,814.9
1090.0,815.9
1091.0,816.9
1092.0,817.9
1093.0,817.0
1094.0,816.0
1095.0,815.0
1096.0,815.9
1097.0,815.0
1098.0,814.0
1099.0,814.9
1100.0,814.0
1101.0,814.9
1102.0,814.0
1103.0,813.0
1104.0,813.9
1105.0,813.0
1106.0,812.0
1107.0,812.9
1108.0,812.0
1109.0,811.0
1110.0,811.9
1111.0,811.0
1112.0,811.9
1113.0,811.0
1114.0,811.9
1115.0,811.0
1116.0,811.9
1117.0,811.0
1118.0,811.9
1119.0,811.0
1120.0,811.9
1121.0,812.9
1122.0,812.0
1123.0,812.9
1124.0,813.9
1125.0,814.9
1126.0,815.9
1127.0,816.9
1128.0,817.9
1129.0,817.0
1130.0,817.9
1131.0,818.9
1132.0,818.0
1133.0,818.9
1134.0,818.0
1135.0,818.9
1136.0,818.0
1137.0,818.9
1138.0,819.9
1139.0,819.0
1140.0,819.9
1141.0,820.9
1142.0,820.0
1143.0,819.0
1144.0,818.0
1145.0,817.0
1146.0,816.0
1147.0,815.0
1148.0,815.9
1149.0,815.0
1150.0,815.9
1151.0,816.9
1152.0,817.9
1153.0,817.0
1154.0,817.9
1155.0,818.9
1156.0,818.0
1157.0,818.9
1158.0,818.0
1159.0,818.9
1160.0,818.0
1161.0,818.9
1162.0,818.0
1163.0,818.9
1164.0,818.0
1165.0,818.9
1166.0,819.9
1167.0,819.0
1168.0,819.9
1169.0,819.0
1170.0,819.9
1171.0,820.9
1172.0,821.9
1173.0,822.9
1174.0,822.0
1175.0,822.9
1176.0,823.9
1177.0,823.0
1178.0,823.9
1179.0,823.0
1180.0,823.9
1181.0,824.9
1182.0,824.0
1183.0,824.9
1184.0,824.0
1185.0,824.9
1186.0,824.0
1187.0,824.9
1188.0,824.0
1189.0,824.9
1190.0,824.0
1191.0,824.9
1192.0,824.0
1193.0,823.0
1194.0,823.9
1195.0,823.0
1196.0,822.0
1197.0,822.9
1198.0,823.9
1199.0,823.0
1200.0,823.9
1201.0,824.9
1202.0,824.0
1203.0,824.9
1204.0,824.0
1205.0,824.9
1206.0,825.9
1207.0,825.0
1208.0,825.9
1209.0,825.0
1210.0,824.0
1211.0,824.9
1212.0,824.0
1213.0,824.9
1214.0,824.0
1215.0,824.9
1216.0,824.0
1217.0,824.9
1218.0,824.0
1219.0,824.9
1220.0,824.0
1221.0,824.9
1222.0,824.0
1223.0,824.9
1224.0,825.9
1225.0,826.9
1226.0,826.0
1227.0,825.0
1228.0,825.9
1229.0,825.0
1230.0,825.9
1231.0,825.0
1232.0,825.9
1233.0,825.0
1234.0,825.9
1235.0,825.0
1236.0,825.9
1237.0,825.0
1238.0,825.9
1239.0,825.0
1240.0,825.9
1241.0,825.0
1242.0,824.0
1243.0,824.9
1244.0,824.0
1245.0,823.0
1246.0,823.9
1247.0,823.0
1248.0,822.0
1249.0,821.0
1250.0,821.9
1251.0,821.0
1252.0,820.0
1253.0,820.9
1254.0,820.0
1255.0,820.9
1256.0,820.0
1257.0,819.0
1258.0,819.9
1259.0,819.0
1260.0,818.0
1261.0,818.9
1262.0,818.0
1263.0,817.0
1264.0,817.9
1265.0,817.0
1266.0,817.9
1267.0,817.0
1268.0,817.9
1269.0,817.0
1270.0,816.0
1271.0,816.9
1272.0,816.0
1273.0,816.9
1274.0,816.0
1275.0,816.9
1276.0,816.0
1277.0,816.9
1278.0,816.0
1279.0,815.0
1280.0,815.9
1281.0,815.0
1282.0,814.0
1283.0,814.9
1284.0,814.0
1285.0,813.0
1286.0,813.9
1287.0,813.0
1288.0,813.9
1289.0,813.0
1290.0,813.9
1291.0,814.9
1292.0,814.0
1293.0,813.0
1294.0,812.0
1295.0,811.0
1296.0,810.0
1297.0,809.0
1298.0,808.0
1299.0,808.9
1300.0,808.0
1301.0,808.9
1302.0,808.0
1303.0,807.0
1304.0,806.0
1305.0,806.9
1306.0,806.0
1307.0,805.0
1308.0,804.0
1309.0,803.0
1310.0,802.0
1311.0,801.0
1312.0,800.0
1313.0,799.0
1314.0,798.0
1315.0,797.0
1316.0,796.0
1317.0,796.9
1318.0,796.0
1319.0,796.9
1320.0,797.9
1321.0,798.9
1322.0,799.9
1323.0,800.9
1324.0,801.9
1325.0,802.9
1326.0,803.9
1327.0,804.9
1328.0,805.9
1329.0,806.9
1330.0,807.9
1331.0,808.9
1332.0,809.9
1333.0,810.9
1334.0,811.9
1335.0,812.9
1336.0,813.9
1337.0,814.9
1338.0,815.9
1339.0,816.9
1340.0,817.9
1341.0,818.9
1342.0,819.9
1343.0,820.9
1344.0,820.0
1345.0,820.9
1346.0,821.9
1347.0,821.0
1348.0,821.9
1349.0,821.0
1350.0,821.9
1351.0,822.9
1352.0,822.0
1353.0,822.9
1354.0,822.0
1355.0,822.9
1356.0,822.0
1357.0,822.9
1358.0,822.0
1359.0,822.9
1360.0,822.0
1361.0,822.9
1362.0,822.0
1363.0,822.9
1364.0,822.0
1365.0,822.9
1366.0,822.0
1367.0,822.9
1368.0,823.9
1369.0,823.0
1370.0,823.9
1371.0,823.0
1372.0,823.9
1373.0,823.0
1374.0,823.9
1375.0,823.0
1376.0,823.9
1377.0,823.0
1378.0,823.9
1379.0,823.0
1380.0,823.9
1381.0,823.0
1382.0,823.9
1383.0,823.0
1384.0,823.9
1385.0,823.0
1386.0,823.9
1387.0,823.0
1388.0,823.9
1389.0,823.0
1390.0,823.9
1391.0,824.9
1392.0,824.0
1393.0,824.9
1394.0,824.0
1395.0,824.9
1396.0,825.9
1397.0,825.0
1398.0,825.9
1399.0,825.0
1400.0,825.9
1401.0,825.0
1402.0,825.9
1403.0,825.0
1404.0,825.9
1405.0,826.9
1406.0,826.0
1407.0,826.9
1408.0,827.9
1409.0,827.0
1410.0,827.9
1411.0,828.9
1412.0,828.0
1413.0,828.9
1414.0,828.0
1415.0,828.9
1416.0,828.0
1417.0,828.9
1418.0,828.0
1419.0,828.9
1420.0,828.0
1421.0,828.9
1422.0,828.0
1423.0,828.9
1424.0,828.0
1425.0,828.9
1426.0,828.0
1427.0,827.0
1428.0,826.0
1429.0,825.0
1430.0,824.0
1431.0,823.0
1432.0,822.0
1433.0,821.0
1434.0,820.0
1435.0,819.0
1436.0,819.9
1437.0,819.0
1438.0,819.9
1439.0,819.0
1440.0,819.9
1441.0,819.0
1442.0,819.9
1443.0,819.0
1444.0,819.9
1445.0,819.0
1446.0,819.9
1447.0,819.0
1448.0,818.0
1449.0,818.9
1450.0,818.0
1451.0,817.0
1452.0,817.9
1453.0,817.0
1454.0,817.9
1455.0,817.0
1456.0,817.9
1457.0,817.0
1458.0,817.9
1459.0,817.0
1460.0,816.0
1461.0,816.9
1462.0,816.0
1463.0,815.0
1464.0,815.9
1465.0,815.0
1466.0,815.9
1467.0,815.0
1468.0,815.9
1469.0,816.9
1470.0,816.0
1471.0,816.9
1472.0,817.9
1473.0,817.0
1474.0,817.9
1475.0,817.0
1476.0,816.0
1477.0,815.0
1478.0,814.0
1479.0,814.9
1480.0,814.0
1481.0,813.0
1482.0,813.9
1483.0,813.0
1484.0,812.0
1485.0,812.9
1486.0,812.0
1487.0,811.0
1488.0,811.9
1489.0,811.0
1490.0,811.9
1491.0,811.0
1492.0,810.0
1493.0,810.9
1494.0,810.0
1495.0,809.0
1496.0,808.0
1497.0,807.0
1498.0,807.9
1499.0,807.0
1500.0,806.0
1501.0,0.0
1502.0,0.0
1503.0,0.0
1504.0,0.0
1505.0,0.0
1506.0,0.0
1507.0,0.0
1508.0,0.0
1509.0,0.0
1510.0,0.0
1511.0,0.0
